                  1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26
197704       -0.509       -0.543       -0.059       -0.270       -0.224       -0.242       -0.146       -0.237       -0.343       -0.239       -0.298       -1.655       24.424       26.599       18.636       18.127       -0.221       -0.157       -0.240       -0.058        0.171       -0.519        0.158       -0.220        0.048        0.025
197705       -0.733       -0.295       -0.183       -0.092       -0.274       -0.020       -0.234       -0.356       -0.297       -0.379       -0.327       -0.242       21.569       25.084       21.592       19.795       -0.246       -0.101       -0.018       -0.122        0.105       -0.222       -0.065       -0.191       -0.198        0.049
197706       -0.472       -0.081        0.007        0.145       -0.170        0.092       -0.572       -0.082       -0.088       -0.195       -0.366       -2.104       15.480       17.551       20.376       21.545       -0.249        0.099       -0.293       -0.427        0.169       -0.081        0.007       -0.078        0.114        0.311
197707       -0.465       -0.119        0.105        0.199       -0.262       -0.003       -0.265       -0.248       -0.066       -0.450       -0.337       -0.531       11.353        7.903       21.240       19.434       -0.237       -0.473       -0.661       -0.171        0.353       -0.119        0.105       -0.152        0.140        0.260
197708       -0.878       -0.371        0.065        0.011       -0.227       -0.181       -0.617       -0.088       -0.249       -0.518       -0.291       -2.945        9.745        6.897       23.680       20.198       -0.395        1.483       -0.237       -0.509        0.517       -0.371        0.065       -0.067        0.247       -0.245
197709       -1.081       -0.068        0.289        0.387       -0.186       -0.055       -0.519       -0.204       -0.033       -0.484       -0.204       -1.455       10.710        7.672       23.668       21.745       -0.421        1.415        0.409       -0.421        0.798       -0.068        0.289       -0.082        0.116       -0.453
197710       -0.534        0.296        0.394        0.663       -0.250        0.130       -0.144       -0.090        0.246       -0.490       -0.319       -2.227       12.544        8.526       22.022       19.384       -0.296        0.953        0.551       -0.109        0.761        0.139        0.275       -0.085        0.777       -0.086
197711       -0.506        0.257        0.447        0.555       -0.233        0.123       -0.305       -0.065        0.251       -0.466       -0.350       -0.437       15.731        6.707       21.240       18.670       -0.227       -0.025       -0.437       -0.274        0.676        0.079        0.344       -0.052        0.367       -0.099
197712       -0.592        0.280        0.499        0.725       -0.244        0.074       -0.303       -0.005        0.274       -0.485       -0.502        0.191       15.110        6.893       18.805       17.099       -0.298        0.155       -0.291       -0.241        0.678        0.081        0.387       -0.056        0.430       -0.301
197801       -0.368        0.134        0.476        0.608       -0.237        0.000       -0.093       -0.144        0.218        0.002       -0.450        0.000       14.362        8.584       17.750       16.142       -0.145        0.027       -0.046       -0.100        0.541       -0.056        0.422        0.068       -0.570       -0.673
197802       -0.315        0.001        0.280        0.257       -0.285       -0.118       -0.227       -0.137        0.080        0.165       -0.536       -0.049       18.695       11.640       16.591       12.064       -0.044       -0.142       -0.361       -0.204        0.510       -0.111        0.280        0.008       -0.320       -0.492
197803       -1.055       -0.416       -0.024       -0.147       -0.183       -0.350       -0.528       -0.175       -0.326        0.080       -0.760       -0.145       21.838       19.374       18.179       16.735       -0.100       -0.460       -0.568       -0.478        0.340       -0.407        0.143       -0.140       -0.153       -0.501
197804       -0.663       -0.835       -0.416       -0.596       -0.351       -0.601       -0.698       -0.117       -0.646        0.122       -1.036       -0.290       23.810       27.398       19.660       15.751       -0.174       -0.524       -0.411       -0.682        0.169       -0.669       -0.082       -0.155       -0.022       -0.482
197805       -1.036       -1.056       -0.233       -0.616       -0.274       -0.663       -0.226       -0.521       -0.719       -0.177       -0.860       -0.146       19.171       20.956       21.123       20.394       -0.331       -0.534       -0.671       -0.184        0.327       -0.963        0.190       -0.479       -0.079        0.059
197806       -1.037       -0.856       -0.373       -0.575       -0.094       -0.629       -0.017       -0.584       -0.679       -0.361       -0.638       -0.285       13.386       10.928       22.541       25.131       -0.441        0.030        0.097       -0.034        0.134       -0.707       -0.030       -0.520        0.276        0.003
197807       -0.901       -0.738       -0.448       -0.442       -0.249       -0.523        0.012       -0.497       -0.638       -0.585       -0.373       -0.392        9.007        6.098       22.640       23.233       -0.516        1.622        0.795       -0.007       -0.045       -0.558       -0.153       -0.508        0.126        0.178
197808       -1.332       -1.000       -0.445       -0.768       -0.082       -0.739       -0.045       -0.541       -0.810       -0.441       -0.430       -2.947        4.862        3.384       25.899       22.715       -0.463        0.716        0.228       -0.167        0.183       -0.822       -0.045       -0.477        0.063        0.931
197809       -0.870       -0.752       -0.371       -0.715       -0.001       -0.730       -0.052       -0.589       -0.610       -0.464       -0.667       -2.971        4.566        2.935       26.392       26.982       -0.308        0.287        0.476       -0.145        0.100       -0.604       -0.070       -0.537        0.319        0.889
